ADDRESS,CITY,ZIPCODE,LOCATION,DATESOLD,MONTH,PRICE,BEDROOMS,BATHROOMS,SQFT,LOTSIZE,PRICE_PER_SQFT,HOA,HOA_MONTHLY,YEARBUILT,HOUSE_AGE,DAYS_ON_MARKET,LATITUDE,LONGITUDE
3231 Foxvale Dr,Oakton,22124,AIRSTON AT FOX MILL,2021-06-15,June,1600000,6,6.5,7087,36038,226,Yes,96.0,1999,22,198,38.886464700000005,-77.3488184
3450 Pitrelli Dr,Oakton,22124,Oakton,2021-10-25,October,1879920,4,4.0,6221,53034,302,Yes,89.0,2021,0,66,38.86811428,-77.32686847
3110 Whimbrell Ct,Oakton,22124,WILLOW CREEK ESTATES,2021-10-28,October,2240000,5,4.5,6559,43718,342,Yes,13.0,2017,4,63,38.8854918,-77.3245902
LOT 12 Oakton View Dr,Oakton,22124,Oakton,2021-10-25,October,1638927,5,4.5,4248,36609,386,Yes,95.0,2021,0,66,38.86611886,-77.32730003
11016 Blue Roan Rd,Oakton,22124,TATTERSALL,2021-12-08,December,975000,4,3.0,3896,44481,250,Yes,4.0,1978,43,22,38.8790172,-77.3283969
11800 Lyrac Ct,Oakton,22124,SOUTH FORK,2021-06-01,June,1450000,5,4.5,5684,45271,255,No,0.0,1991,30,212,38.879114,-77.35377559999999
11747 English Mill Ct,Oakton,22124,WAPLES MILL ESTATES,2021-09-03,September,900000,4,3.5,4734,26225,190,Yes,6.0,1985,36,118,38.88104570000001,-77.35014179999999
11605 Vale Rd,Oakton,22124,FOX VALE ESTATES,2021-07-30,July,810000,3,3.0,2675,26044,303,Yes,29.0,1973,48,153,38.8906854,-77.3464631
2792 Marshall Lake Dr,Oakton,22124,TIMBER LAKE PROPERTY,2021-11-24,November,1835000,6,4.5,6890,94742,266,Yes,175.0,2001,20,36,38.902898,-77.3419094
2703 Pony Farm Ct,Oakton,22124,BERRYLAND FARM,2021-07-20,July,1060000,5,3.0,3552,32154,298,Yes,25.0,1979,42,163,38.901722799999995,-77.3262729
2712 Silkwood Ct,Oakton,22124,SILKWOOD FIRST ADDITION,2021-09-02,September,1525000,4,5.0,6154,45272,248,No,0.0,2002,19,119,38.8976083,-77.3326892
2826 Norborne Pl,Oakton,22124,HEARTHSTONE VILLAGE OAKT,2021-12-15,December,1250000,4,4.5,6141,5400,204,Yes,259.0,2004,17,15,38.8819989,-77.30233170000001
3134 Elmendorf Dr,Oakton,22124,OAK MARR COURTS,2021-09-28,September,742500,3,3.5,2346,4038,316,Yes,125.0,1986,35,93,38.8771987,-77.3115832
10907 Willow Creek Ln,Oakton,22124,WILLOW CREEK ESTATES,2021-12-20,December,2199000,5,5.5,4695,36718,468,Yes,13.0,2015,6,10,38.8845459,-77.32548759999999
3304 Mill Cross Ct,Oakton,22124,MILL RUN CROSSING,2021-04-29,April,915000,4,2.5,3128,21865,293,No,0.0,1980,41,245,38.8778624,-77.3326668
2922 Elmesmeade Ct,Oakton,22124,OAK MARR COURTS,2021-12-07,December,795000,3,3.5,2944,4109,270,Yes,125.0,1987,34,23,38.8778771,-77.3114196
2414 Little Fox Ln,Vienna,22181,HUNTERS VALLEY,2021-06-14,June,825000,4,2.0,2309,122286,357,No,0.0,1953,68,199,38.908021500000004,-77.3108811
10913 Marilta Ct,Fairfax,22030,JERMANTOWN VILLAGE,2021-06-10,June,628000,4,3.0,2340,15000,268,No,0.0,1960,61,203,38.864697,-77.3249267
3409 Burrows Ave,Fairfax,22030,FAIRFAX ACRES,2021-11-23,November,989000,5,4.5,4353,23522,227,No,0.0,1955,66,37,38.8658605,-77.3119357
9810 Sunrise Rd,Vienna,22181,ORCHARD VIEW,2021-12-03,December,2282688,6,7.0,8024,21946,284,No,0.0,2021,0,27,38.8951558,-77.2841313
2914 Bree Hill Rd,Oakton,22124,STUARTS MILL WOODS,2021-06-02,June,857000,3,2.5,1845,20614,464,Yes,7.0,1978,43,211,38.902058399999994,-77.35054559999999
10515 Vale Rd,Oakton,22124,MARY A EDELIN,2021-12-13,December,2200000,6,7.0,9422,87120,233,No,0.0,2011,10,17,38.9024204,-77.30906350000001
2205 Lydia Pl,Vienna,22181,MINCHEWS ADDITION TO HUN,2021-11-10,November,1145000,5,3.5,3591,44800,319,No,0.0,1972,49,50,38.913265700000004,-77.29524040000001
9729 Lawyers Rd,Vienna,22181,LAWYERS ROAD,2021-05-18,May,1020999,5,4.0,4036,31180,253,No,0.0,1963,58,226,38.907645,-77.2821338
2335 Riviera Dr,Vienna,22181,TANGLEWOOD,2021-12-13,December,1010000,4,3.5,2776,10685,364,Yes,13.0,1970,51,17,38.9023705,-77.28655520000001
9904 Timmark Ct,Vienna,22181,VIENNA GLEN,2021-03-26,March,1440000,6,4.5,6742,15454,214,No,0.0,1993,28,279,38.889539899999995,-77.2892933
11526 Vale Rd,Oakton,22124,VALE PARK,2021-11-15,November,780000,4,3.0,2382,48081,327,Yes,8.0,1974,47,45,38.8925111,-77.3473604
11700 Talley Ct,Oakton,22124,MANORS OF FOX MILL,2021-08-17,August,1611000,5,4.5,7182,36157,224,Yes,88.0,2003,18,135,38.9015203,-77.3520484
10713 Rosehaven St,Fairfax,22030,FAIRFAX ACRES,2021-07-12,July,1663000,5,4.5,6694,35230,248,No,0.0,2016,5,171,38.87016129999999,-77.3176124
3458 Virginia Oaks Dr,Oakton,22124,WEST OAKS II,2021-10-19,October,1600000,6,5.5,5726,37485,279,Yes,19.0,2000,21,72,38.8679342,-77.3249492
2923 Hibbard St,Oakton,22124,GRAYS OAKTON,2021-12-20,December,620000,2,1.0,1066,10890,582,No,0.0,1931,90,10,38.8793802,-77.29369190000001
3411 Jermantown Rd,Fairfax,22030,FAIRFAX ACRES,2021-09-21,September,829000,5,4.5,2900,25948,286,No,0.0,1953,68,100,38.86823270000001,-77.3201702
2423 Beekay Ct,Vienna,22181,KEMPER PARK,2021-08-12,August,1200000,5,3.5,2556,29437,469,No,0.0,1965,56,140,38.9054581,-77.3014565
10513 Samaga Dr,Oakton,22124,AVON PARK,2021-10-15,October,1130000,5,4.0,4045,41346,279,No,0.0,1972,49,76,38.894563399999996,-77.3121152
2707 Clarkes Landing Dr,Oakton,22124,CLARKES LANDING,2021-11-30,November,841500,4,2.5,1640,23625,513,No,0.0,1974,47,30,38.9046395,-77.33856690000002
2400 Beekay Ct,Vienna,22181,KEMPER PARK,2021-09-01,September,880000,5,3.0,2760,26869,319,No,0.0,1965,56,120,38.907451,-77.3013219
12026 Waples Mill Rd,Oakton,22124,ALEX RILEY PROPERTY,2021-06-29,June,781000,4,3.0,2214,38150,353,No,0.0,1962,59,184,38.8783548,-77.36261280000001
3406 Valewood Dr,Oakton,22124,VALEWOOD MANOR,2021-05-11,May,885000,4,2.5,2150,24817,412,No,0.0,1972,49,233,38.885222,-77.35965209999999
2111 Galloping Way,Vienna,22181,MINCHEWS ADDITION TO HUN,2021-04-20,April,1800000,6,6.5,6152,40324,293,No,0.0,1974,47,254,38.9160575,-77.2943427
2307 Sawdust Rd,Vienna,22181,HUNTERS VALLEY NORTH WES,2021-03-19,March,1300000,5,4.5,5134,42977,253,No,0.0,1984,37,286,38.9171835,-77.3124069
10910 Watermill Ct,Oakton,22124,TWINMILL,2021-10-05,October,1145000,5,3.5,5246,43789,218,Yes,16.0,1979,42,86,38.9146658,-77.3249267
9708 Decree Ln,Vienna,22181,BARRISTERS PLACE,2021-10-19,October,801255,4,2.5,1980,13460,405,Yes,9.0,1969,52,72,38.909079999999996,-77.2807647
3424 Valewood Dr,Oakton,22124,VALEWOOD MANOR,2021-11-19,November,905000,4,2.5,2184,20539,414,Yes,2.0,1986,35,41,38.8816645,-77.3583513
3214 Cobb Hill Ln,Oakton,22124,FOXVALE,2021-06-17,June,1149900,5,3.5,5580,40284,206,No,0.0,1978,43,196,38.885459600000004,-77.35357370000001
3785 Center Way,Fairfax,22033,PENDERBROOK,2021-12-16,December,925000,5,4.5,3933,5030,235,Yes,88.0,1988,33,14,38.8746581,-77.3611316
3269 Tilton Valley Dr,Fairfax,22033,HICKORY HILLS THREE,2021-02-26,February,1003000,4,4.5,2932,22597,342,No,0.0,1979,42,307,38.8905469,-77.36407059999999
11004 Blue Roan Rd,Oakton,22124,TATTERSALL,2021-04-16,April,1250000,5,3.5,3564,20000,351,Yes,3.0,1978,43,258,38.8783141,-77.32672159999998
10903 Willow Creek Ln,Oakton,22124,WILLOW CREEK ESTATES,2021-02-12,February,1700000,5,4.5,7691,37842,221,Yes,13.0,1997,24,321,38.883984999999996,-77.3247697
11013 Lance Ln,Oakton,22124,OAKTON CREST,2021-04-30,April,1600000,4,4.5,6064,36155,264,Yes,19.0,1999,22,244,38.8715932,-77.32734980000001
2705 Silkwood Ct,Oakton,22124,SILKWOOD,2021-06-14,June,1550000,4,5.0,6844,40197,226,No,0.0,1988,33,199,38.8990718,-77.3326668
10318 Greenwood Pl,Oakton,22124,OAKCREST FARMS,2021-03-18,March,1250000,4,4.5,3552,13001,352,Yes,8.0,1992,29,287,38.8908626,-77.30275809999999
10319 Hickory Forest Dr,Oakton,22124,HICKORY HOLLOW FOREST,2021-05-21,May,1300000,6,4.5,6742,31373,193,No,0.0,1986,35,223,38.8944307,-77.3021522
10325 Lynch Ln,Oakton,22124,OAKCREST FARMS ESTATES,2021-10-25,October,1635000,5,5.0,7250,28660,226,Yes,42.0,2013,8,66,38.8891897,-77.30292220000001
10309 Lewis Knolls Dr,Oakton,22124,OAKCREST FARMS,2021-06-22,June,1201000,6,5.5,4927,13348,244,Yes,8.0,1987,34,191,38.888186100000006,-77.3016136
2623 E Meredith Dr,Vienna,22181,LAKEVALE ESTATES,2021-02-05,February,834333,4,2.5,3244,15059,257,Yes,95.0,1968,53,328,38.8931835,-77.2961156
2524 Rambling Rd,Vienna,22181,ORCHARD VIEW,2021-01-18,January,1870460,6,6.0,6124,24889,305,No,0.0,2020,1,346,38.8943157,-77.28525350000001
10501 Oakton Ridge Ct,Oakton,22124,OAKTON MILL ESTATES,2021-10-07,October,990000,4,2.5,4046,29544,245,Yes,10.0,1987,34,84,38.8881318,-77.31079129999999
11231 Sorrel Ridge Ln,Oakton,22124,FOX LAKE,2021-02-03,February,1302000,5,3.0,5654,88965,230,Yes,113.0,1965,56,330,38.8910784,-77.33650300000001
10717 Rosehaven St,Fairfax,22030,FAIRFAX ACRES,2021-04-30,April,625000,2,1.5,1245,23014,502,No,0.0,1953,68,244,38.8706428,-77.3179714
2302 Tanglevale Dr,Vienna,22181,TANGLEWOOD,2021-11-15,November,973800,5,2.5,2267,19799,430,Yes,13.0,1970,51,45,38.9027505,-77.2874529
9848 Jerry Ln,Vienna,22180,WEISS PROPERTY,2021-03-29,March,1212500,5,3.5,2885,57211,420,No,0.0,2005,16,276,38.901193299999996,-77.28498420000001
11906 Wayland St,Oakton,22124,VALEWOOD MANOR,2021-09-27,September,750000,4,2.5,2650,24266,283,No,0.0,1970,51,94,38.8841734,-77.3592484
11710 Waples Mill Rd,Oakton,22124,WAPLES MILL ESTATES,2021-08-31,August,680000,4,3.5,2262,26167,301,Yes,10.0,1977,44,121,38.8757718,-77.3526092
1215 Ware St SW,Vienna,22180,VIENNA WOODS,2021-10-29,October,825000,3,4.0,3939,16790,209,No,0.0,1959,62,62,38.8798434,-77.2543898
3105 Whimbrell Ct,Oakton,22124,WILLOW CREEK ESTATES,2021-11-01,November,1600000,5,4.5,5762,38407,278,Yes,13.0,1998,23,59,38.88573710000001,-77.3224363
11217 Cranbrook Ln,Oakton,22124,MILL RUN CROSSING,2021-09-21,September,1001000,4,3.5,3430,21516,292,No,0.0,1983,38,100,38.87599829999999,-77.33544859999999
3011 Rose Creek Ct,Oakton,22124,HUNTING HILLS,2021-09-30,September,2150000,6,6.5,7847,36723,274,Yes,17.0,2004,17,91,38.8826905,-77.30861479999999
11805 Lyrac Ct,Oakton,22124,SOUTH FORK,2021-10-28,October,1300000,5,4.5,5820,57242,223,No,0.0,1992,29,63,38.878808500000005,-77.35447090000001
11012 Lance Ln,Oakton,22124,WEST OAKS,2021-07-14,July,1480000,5,4.5,4331,36176,342,Yes,19.0,2000,21,169,38.8721593,-77.32683370000001
3404 Valewood Dr,Oakton,22124,VALEWOOD MANOR,2021-11-17,November,650000,4,3.0,1745,28832,372,No,0.0,1972,49,43,38.885583600000004,-77.35965209999999
2725 Willow Dr,Vienna,22181,OAKCREST,2021-10-07,October,2000000,6,5.5,6893,27493,290,No,0.0,2021,0,84,38.8887024,-77.294814
9605 Whitecedar Ct,Vienna,22181,VIENNA OAKS,2021-12-10,December,1010000,4,3.5,3706,12812,273,No,0.0,1972,49,20,38.888814200000006,-77.2783407
11700 Saddle Crescent Cir,Oakton,22124,FAIRWINDS,2021-10-01,October,1375000,5,5.5,5457,65804,252,Yes,52.0,1995,26,90,38.8948148,-77.35664659999999
11348 Vale Rd,Oakton,22124,VALE SPRING WOODS,2021-12-08,December,747500,4,2.5,2720,40002,275,No,0.0,1965,56,22,38.89541679999999,-77.3387015
2525 Rocky Branch Rd,Vienna,22181,LAKEVALE COURT,2021-11-24,November,1055000,5,3.5,3495,19871,302,Yes,10.0,1971,50,36,38.8971441,-77.2992574
10414 Hunter Ridge Dr,Oakton,22124,OAKLEIGH WOODS,2021-11-08,November,999000,3,3.5,3180,34835,314,No,0.0,1976,45,52,38.8920602,-77.3096245
9832 Arroyo Ct,Vienna,22181,LAWYERS NORTH,2021-09-30,September,950000,5,2.5,2066,15210,460,Yes,13.0,1970,51,91,38.90686289999999,-77.2865103
2425 Hunter Mill Rd,Vienna,22181,KEMPER PARK,2021-10-07,October,720000,4,3.0,2547,20140,283,No,0.0,1965,56,84,38.9050117,-77.3026907
2831 Center Ridge Dr,Oakton,22124,VALE VALLEY ESTATES,2021-10-08,October,1025000,4,3.5,3890,25053,263,Yes,27.0,1985,36,83,38.897228000000005,-77.3295933
11314 Timberline Dr,Oakton,22124,TIMBERLINE ESTATES,2021-10-15,October,1475000,6,5.5,6150,115004,240,No,0.0,1990,31,76,38.9061971,-77.33300329999999
3414 Burrows Ave,Fairfax,22030,COBBDALE,2021-02-26,February,1200000,5,5.0,4391,16671,273,No,0.0,2020,1,307,38.8648667,-77.3128646
10600 Rosehaven St,Fairfax,22030,MAPLE TERRACE,2021-02-22,February,860000,5,5.5,4584,9831,188,No,0.0,2008,13,311,38.8701217,-77.3121376
9806 Oleander Ave,Vienna,22181,EDGELEA WOODS,2021-03-25,March,769000,4,2.5,1732,8714,444,Yes,5.0,1977,44,280,38.881943799999995,-77.2859717
2720 Clarkes Landing Dr,Oakton,22124,CLARKES LANDING,2021-04-12,April,978000,4,3.5,3450,25103,283,No,0.0,1974,47,262,38.903145,-77.339038
2904 Young Dr,Oakton,22124,TIMBERTON,2021-03-30,March,1079000,4,4.5,3950,50699,273,No,0.0,1964,57,275,38.8963849,-77.33434940000001
2526 Flint Hill Rd,Vienna,22181,ORCHARD VIEW,2021-07-06,July,1550000,5,5.5,5280,22008,294,No,0.0,2014,7,177,38.893487799999996,-77.2817523
10016 Blue Coat Dr,Fairfax,22030,MOSBY WOODS,2021-06-28,June,740000,5,3.5,2708,10500,273,No,0.0,1963,58,185,38.8691129,-77.2923903
10676 Alliwells Ct,Oakton,22124,OAKTON WOOD ESTATES,2021-06-30,June,1790550,5,4.5,6100,49228,294,Yes,50.0,1994,27,183,38.883363200000005,-77.312721
2112 Twin Mill Ln,Oakton,22124,TWINMILL,2021-08-12,August,1300000,5,4.5,4950,43788,263,Yes,16.0,1974,47,140,38.915516600000004,-77.32225679999999
11007 Oakton Woods Way,Oakton,22124,OAKTON WOODS,2021-09-08,September,929900,4,3.0,3225,76399,288,No,0.0,1985,36,113,38.909943,-77.3323752
3220 Lake Edge Way,Oakton,22124,FOX HERITAGE,2021-07-13,July,1230000,6,3.5,4612,28764,267,Yes,8.0,1984,37,170,38.8826672,-77.33672740000002
10431 Lawyers Rd,Vienna,22181,CONLAN MANOR SUBDIVISION,2021-05-25,May,1035000,4,4.5,3624,97736,286,No,0.0,1986,35,219,38.9216624,-77.30952409999999
3401 Waples Glen Ct,Oakton,22124,WAPLES GLEN,2021-06-23,June,1607000,5,4.5,6044,37458,266,No,0.0,1996,25,190,38.875784499999995,-77.3402718
2716-A Hunter Mill Rd,Oakton,22124,LINHILL PARK,2021-05-10,May,1300000,4,3.5,5424,42640,240,No,0.0,1987,34,234,38.892368,-77.306126
2404 Newton St,Vienna,22181,LAKEVALE ESTATES,2021-06-17,June,850000,4,2.5,1786,15002,476,Yes,116.0,1966,55,196,38.900454100000005,-77.292121
3192 Wheatland Farms Dr,Oakton,22124,WHEATLAND FARMS,2021-11-12,November,1560000,5,4.5,5918,43840,264,Yes,46.0,1998,23,48,38.88101079999999,-77.32548759999999
10904 Berryland Ct,Oakton,22124,BERRYLAND FARM,2021-04-15,April,1125000,4,3.5,3874,33134,290,Yes,31.0,1983,38,259,38.8965594,-77.328808
3195 Ariana Dr,Oakton,22124,CRONIN PROPERTY,2021-03-31,March,2200000,5,7.0,6102,56880,361,No,0.0,2008,13,274,38.8815395,-77.3171412
2812 Center Ridge Dr,Oakton,22124,VALE VALLEY ESTATES,2021-03-31,March,1060000,4,3.5,3504,41775,303,Yes,25.0,1984,37,274,38.9000831,-77.3303561
9944 Murnane St,Vienna,22181,LITTLE VIENNA ESTATES,2021-01-29,January,760000,3,3.0,1708,32035,445,No,0.0,1977,44,335,38.9076393,-77.2906398
9850 Jerry Ln,Vienna,22180,WEISS PROPERTY,2021-01-20,January,735000,4,2.0,1854,55558,396,No,0.0,1911,110,344,38.900664,-77.284415
3133 Plantation Pkwy,Fairfax,22030,MOSBY WOODS,2021-06-30,June,670000,4,2.5,2367,10821,283,No,0.0,1963,58,183,38.8700821,-77.2953526
9728 Hidden Valley Rd,Vienna,22181,COURTHOUSE OAKS,2021-10-14,October,1000000,4,3.5,3385,6564,295,Yes,106.0,1993,28,77,38.885547499999994,-77.2836825
11400 Waples Mill Rd,Oakton,22124,ROSE ACRES,2021-01-26,January,970000,4,4.5,4087,42461,237,No,0.0,1979,42,338,38.8765699,-77.3393745
2557 Oak Valley Dr,Vienna,22181,LAKEVALE ESTATES,2021-11-10,November,835500,4,2.5,1679,16460,498,Yes,116.0,1967,54,50,38.898452500000005,-77.2943652
9554 Pine Bough Pl,Vienna,22181,PINE GLEN,2021-08-13,August,937500,5,3.0,2920,6240,321,Yes,30.0,1979,42,139,38.8893411,-77.2751087
11609 Waples Mill Rd,Oakton,22124,DIV OF PROPERTY OF R D F,2021-05-26,May,1005000,4,3.5,3823,70885,263,No,0.0,1989,32,218,38.875313500000004,-77.348796
2919 Elmridge Ct,Oakton,22124,OAK MARR COURTS,2021-03-03,March,805000,4,3.5,2498,3393,322,Yes,125.0,1987,34,302,38.878080499999996,-77.3116135
2407 Stryker Ave,Vienna,22181,ASHLAWN HILL,2021-03-26,March,1295000,5,5.0,4376,18032,296,No,0.0,1995,26,279,38.9031599,-77.2980904
9901 Woodrow St,Vienna,22181,LITTLE VIENNA ESTATES,2021-01-15,January,1285000,5,4.5,5495,39783,234,No,0.0,2005,16,349,38.907043200000004,-77.2883282
9909 Woodrow St,Vienna,22181,LITTLE VIENNA ESTATES,2021-04-27,April,840000,4,4.0,3469,21827,242,No,0.0,1977,44,247,38.906400700000006,-77.2883282
447 Knoll St NW,Vienna,22180,WINDOVER HEIGHTS,2021-04-23,April,1360000,5,3.5,4628,13244,294,No,0.0,2015,6,251,38.89833,-77.27650030000001
3268 Tilton Valley Dr,Fairfax,22033,HICKORY HILLS THREE,2021-08-13,August,950000,3,3.5,3815,40250,249,No,0.0,1979,42,139,38.8905218,-77.3651247
2557 Vale Ridge Ct,Oakton,22124,MARY A EDELIN,2021-10-26,October,1600000,5,3.0,4054,269575,395,No,0.0,1964,57,65,38.9017391,-77.31382049999999
2813 Bree Hill Rd,Oakton,22124,STUARTS MILL WOODS,2021-09-15,September,875000,4,2.5,2844,25220,308,Yes,7.0,1979,42,106,38.9058953,-77.3487287
2698 Berryland Dr,Oakton,22124,BERRYLAND FARM,2021-06-02,June,1020000,4,3.0,3340,25565,305,Yes,32.0,1984,37,211,38.90358,-77.3276414
10319 Greenwood Pl,Oakton,22124,OAKCREST FARMS,2021-06-18,June,1317000,4,4.5,4350,13341,303,Yes,8.0,1991,30,195,38.8902425,-77.30278050000001
2621 Hunter Mill Rd,Oakton,22124,HUNTERS MILL ROAD,2021-12-10,December,852500,4,2.5,2970,89768,287,No,0.0,1965,56,20,38.894933,-77.303224
9806 Fox Rest Ln,Vienna,22181,OAKDEN,2021-12-21,December,1125000,4,3.5,3747,5342,300,Yes,86.0,1992,29,9,38.88551,-77.2851637
10301 Dunfries Rd,Vienna,22181,HUNTERS MILL ROAD,2021-01-05,January,1675000,6,5.0,6602,43560,254,No,0.0,2004,17,359,38.90141,-77.3013443
2839 Edgelea Rd,Vienna,22181,EDGELEA WOODS,2021-08-02,August,810000,4,3.5,2925,11454,277,Yes,5.0,1977,44,150,38.8808898,-77.2887995
3175 Ariana Dr,Oakton,22124,WINDSONG SOUTH,2021-11-15,November,1800000,6,8.0,7820,61855,230,Yes,34.0,2001,20,45,38.8786005,-77.32037220000001
428 Blair Rd NW,Vienna,22180,BERKELEY MANOR,2021-11-17,November,950000,5,3.0,2325,13543,409,No,0.0,1966,55,43,38.90382329999999,-77.281887
1208 Drake St SW,Vienna,22180,VIENNA WOODS,2021-11-12,November,800000,3,2.0,1732,12216,462,No,0.0,1959,62,48,38.8815371,-77.2549959
3686 Waples Crest Ct,Oakton,22124,WAPLES CREST,2021-07-16,July,1382426,5,5.5,5533,41423,250,No,0.0,1999,22,167,38.873919799999996,-77.3531251
9703 Counsellor Dr,Vienna,22181,BARRISTERS PLACE,2021-05-07,May,1027500,5,2.5,2400,11091,428,Yes,6.0,1970,51,237,38.9071785,-77.280271
3007 Weber Pl,Oakton,22124,WEBER PROPERTY,2021-03-10,March,1695000,4,5.5,7264,41033,233,No,0.0,2020,1,295,38.8841848,-77.31106059999999
3283 Fox Mill Rd Unit 22A,Oakton,22124,FOX HERITAGE,2021-10-29,October,2196158,5,7.0,10045,217982,219,Yes,8.0,2020,1,62,38.883259,-77.335714
9901 Chappell Ln SW,Vienna,22181,OAKTON GROVE,2021-08-27,August,1796628,4,4.5,3644,19876,493,No,0.0,2021,0,125,38.8881222,-77.2873632
9742 Water Oak Dr,Fairfax,22031,FIVE OAKS PLACE,2021-06-14,June,840000,5,2.5,2505,8528,335,No,0.0,1978,43,199,38.8717437,-77.2838171
9737 Water Oak Dr,Fairfax,22031,FIVE OAKS PLACE,2021-07-08,July,699000,4,3.0,2055,8509,340,No,0.0,1978,43,175,38.8710938,-77.2835702
2608 Lakevale Dr,Vienna,22181,LAKEVALE ESTATES,2021-07-15,July,950000,5,3.0,3192,15265,298,Yes,96.0,1968,53,168,38.8931665,-77.29577900000001
9018 Dellwood Dr,Vienna,22180,BRIARWOOD FARM,2021-08-26,August,1150000,5,4.5,4015,124765,286,No,0.0,2001,20,126,38.8799177,-77.25706120000001
2912 Melanie Ln,Oakton,22124,MILLER HEIGHTS,2021-11-05,November,950000,5,4.0,3796,30749,250,Yes,8.0,1968,53,55,38.8887251,-77.32093309999999
3446 Lyrac St,Oakton,22124,FOX VALE,2021-03-10,March,1052500,5,3.5,3760,25003,280,No,0.0,1982,39,295,38.8809842,-77.3550765
11905 Latigo Ln,Oakton,22124,VALE PARK WEST,2021-11-30,November,905500,4,3.5,4800,21182,189,Yes,6.0,1984,37,30,38.88812720000001,-77.3595849
2844 Hill Rd,Vienna,22181,OAKCREST,2021-09-30,September,1230000,4,3.5,3406,37960,361,No,0.0,2011,10,91,38.883927500000006,-77.29485890000001
9606 Bel Glade St,Fairfax,22031,FLOYD PARK,2021-01-25,January,645000,3,2.0,1344,21783,480,No,0.0,1963,58,339,38.8719185,-77.2781163
9714 Rhapsody Dr,Vienna,22181,TANGLEWOOD,2021-04-09,April,1075000,5,3.5,3167,13176,339,Yes,13.0,1973,48,265,38.901885899999996,-77.285074
2322 Trott Ave,Vienna,22181,LITTLE VIENNA ESTATES,2021-10-22,October,850000,4,3.0,2332,21800,364,No,0.0,1960,61,69,38.905288,-77.29517309999999
10420 Hunters Valley Rd,Vienna,22181,HUNTERS VALLEY,2021-12-30,December,2195386,6,5.5,6195,131333,354,No,0.0,2021,0,1,38.9109746,-77.3070665
9920 Corsica St,Vienna,22181,TANGLEWOOD,2021-10-18,October,900000,4,3.5,2100,13242,429,Yes,13.0,1971,50,73,38.9037879,-77.2884853
2927 Aran Ct,Oakton,22124,OAK MARR COURTS,2021-07-30,July,835000,3,4.0,3270,4136,255,Yes,125.0,1989,32,153,38.878912799999995,-77.3080538
11426 Meadow Lake Ct,Oakton,22124,TIMBER LAKE PROPERTY,2021-05-14,May,1785000,4,4.5,5380,36806,332,Yes,175.0,2003,18,230,38.907594399999994,-77.34298609999999
2406 Stryker Ave,Vienna,22181,ASHLAWN HILL,2021-05-14,May,1300000,5,4.5,5131,19668,253,No,0.0,1995,26,230,38.9037678,-77.2977763
11113 Kings Cavalier Ct,Oakton,22124,CAVALIERS ADDITION TO FO,2021-06-30,June,1900000,6,4.5,7618,80546,249,Yes,113.0,1988,33,183,38.8950485,-77.3311413
2734 Willow Dr,Vienna,22181,OAKCREST,2021-04-30,April,1652300,6,5.5,6290,24018,263,No,0.0,2006,15,244,38.888066200000004,-77.2954199
221 Apple Blossom Ct,Vienna,22181,VIENNA OAKS,2021-02-22,February,825000,4,2.5,2540,10515,325,No,0.0,1977,44,311,38.8895029,-77.27439040000002
2694 Glencroft Rd,Vienna,22181,OAKTON GLEN,2021-02-16,February,1200000,5,3.5,4700,11281,255,Yes,24.0,1978,43,317,38.8889955,-77.29218829999999
9926 Barnsbury Ct,Fairfax,22031,VILLA D ESTE,2021-04-06,April,882500,5,3.0,3060,10986,288,No,0.0,1972,49,268,38.8708955,-77.28960740000001
9544 Whitecedar Ct,Vienna,22181,VIENNA OAKS,2021-11-05,November,935000,4,2.5,2418,12572,387,No,0.0,1972,49,55,38.8895112,-77.27719609999998
2201 Loch Lomond Dr,Vienna,22181,LAWYERS NORTH,2021-05-05,May,1005000,5,2.5,3190,18063,315,Yes,13.0,1970,51,239,38.9085894,-77.28323359999999
2956 Bonds Ridge Ct,Oakton,22124,HUNTING HILLS,2021-05-28,May,1675000,5,7.0,7710,38715,217,Yes,33.0,2004,17,216,38.8840029,-77.31032009999998
2927 Sayre Rd,Fairfax,22031,POPLAR TERRACE,2021-05-28,May,759000,4,2.5,2169,23515,350,No,0.0,1965,56,216,38.874820899999996,-77.2782061
2107 Twin Mill Ln,Oakton,22124,TWINMILL,2021-08-09,August,1027500,5,4.0,3869,47868,266,Yes,16.0,1978,43,143,38.9167852,-77.3215613
10435 Lawyers Rd,Vienna,22181,CONLAN MANOR SUBD,2021-06-18,June,1030000,4,4.0,3677,88849,280,No,0.0,1984,37,195,38.921733,-77.3083666
10718 Pine St,Fairfax,22030,FAIRFAX ACRES,2021-07-14,July,575000,3,2.0,1577,22000,365,No,0.0,1958,63,169,38.8680093,-77.31759
1933 Red Lion Ct,Reston,20191,RESTON,2021-04-30,April,535000,3,2.0,1200,4930,446,Yes,145.0,1977,44,244,38.943259000000005,-77.34000259999999
11901 Riders Ln,Reston,20191,FOX MILL WOODS,2021-05-03,May,895000,4,4.5,3205,18137,279,No,0.0,1975,46,241,38.9209236,-77.35669150000001
12063 Summer Meadow Ln,Reston,20194,RESTON,2021-05-24,May,816000,4,3.5,3100,12118,263,Yes,60.0,1985,36,220,38.9701278,-77.36507990000001
12061 Summer Meadow Ln,Reston,20194,RESTON,2021-04-28,April,815111,4,2.5,3100,10060,263,Yes,59.0,1985,36,246,38.969952500000005,-77.3649453
